month,wtr
2008-05,84.7310381561156
2008-06,84.2702175475616
2008-07,85.0293548002722
2008-08,84.5962090216743
2008-09,83.6592922267579
2008-10,82.782382947216
2008-11,77.2244320693482
2008-12,73.027397317598
2009-01,68.8871426088758
2009-02,68.2471704658722
2009-03,67.8946638974649
2009-04,68.2256002915626
2009-05,67.8941547846031
2009-06,69.18274622769
2009-07,70.7732027612641
2009-08,70.9118945031646
2009-09,72.9785114543369
2009-10,74.2339273657058
2009-11,74.0861298332619
2009-12,75.7276526878564
2010-01,75.5904597815228
2010-02,76.3761358388076
2010-03,77.5533470256121
2010-04,77.9534414807133
2010-05,79.9795849770701
2010-06,80.7430784191681
2010-07,80.3474417285073
2010-08,80.5589859866915
2010-09,80.4852436670753
2010-10,81.9697995996338
2010-11,82.5954515157678
2010-12,82.1973085579689
2011-01,83.5867887577489
2011-02,83.0232779218794
2011-03,83.552827640737
2011-04,83.3245288614743
2011-05,83.8090126370278
2011-06,83.3445144151921
2011-07,84.535978354654
2011-08,84.743783413882
2011-09,84.3183518424007
2011-10,84.5223467881011
2011-11,84.2096430611693
2011-12,84.1915985449207
2012-01,84.4092233227486
2012-02,84.245973351726
2012-03,85.2134225419437
2012-04,84.3585612558985
2012-05,86.3335735096041
2012-06,85.6412738477717
2012-07,85.1149064647034
2012-08,84.9650135882115
2012-09,85.9229799539542
2012-10,84.8336228237526
2012-11,84.8280153916828
2012-12,85.0857239319275
2013-01,86.0071482715672
2013-02,85.3784976253012
2013-03,86.0110056998253
2013-04,86.0706613064563
2013-05,85.9484059109009
2013-06,85.4006858309831
2013-07,85.9780033400968
2013-08,86.597157051107
2013-09,86.6464806183143
2013-10,87.1284425288698
2013-11,87.907613117684
2013-12,87.48270079445
2014-01,88.5014946319968
2014-02,88.2601486471484
2014-03,88.5252827091149
2014-04,89.0168350995648
2014-05,89.2024803692987
2014-06,89.1526142346935
2014-07,89.681724431951
2014-08,89.7480683803385
2014-09,91.2519643178279
2014-10,90.9801421753528
2014-11,91.1018660786702
2014-12,91.3019643318243
2015-01,91.5648634476109
2015-02,91.6746474009546
2015-03,90.1818010604786
2015-04,90.2045603279142
2015-05,89.5116400948737
2015-06,90.4183898847865
2015-07,90.4127493048073
2015-08,90.6795696957026
2015-09,90.4285945453016
2015-10,90.4828426826789
2015-11,89.8411947290481
2015-12,90.4656070498692
2016-01,89.8907647939548
2016-02,90.1559175767088
2016-03,89.019378414895
2016-04,89.5176126676791
2016-05,89.1570396983388
2016-06,90.1269926196043
2016-07,89.8285686290172
2016-08,91.0157728413623
2016-09,90.8912596096311
2016-10,90.9683103032475
2016-11,92.5626509059374
2016-12,93.5336763892817
2017-01,92.9017286821293
2017-02,92.3019364550937
2017-03,93.9879902760744
2017-04,93.3561815229365
2017-05,94.3839477367021
2017-06,94.3360283251632
2017-07,94.1810108875971
2017-08,94.8208726328382
2017-09,95.2657414845486
2017-10,94.4283347620191
2017-11,96.8402764149552
2017-12,98.3497744620638
2018-01,97.0988338055746
2018-02,97.0088355903883
2018-03,95.7798887034858
2018-04,96.2675268086871
2018-05,97.3906245928526
2018-06,97.6150719765691
2018-07,98.490805204192
2018-08,98.1995330969337
2018-09,97.9310682354752
2018-10,98.9269484577899
2018-11,97.262905234299
2018-12,96.1505415029222
2019-01,97.3016280383355
2019-02,96.400484271324
2019-03,97.4195390063056
2019-04,97.0063766345691
2019-05,98.0395616938787
2019-06,96.2591495249044
2019-07,97.3627931142117
2019-08,97.7835134751589
2019-09,97.1079905930181
2019-10,97.2185690578331
2019-11,96.5051989082796
2019-12,96.5552009669555
2020-01,93.4241512841259
2020-02,93.9828879629114
2020-03,90.6726503662578
2020-04,79.3988734932024
2020-05,80.558185794492
2020-06,86.3570249697405
2020-07,90.6791957785207
2020-08,92.7622479299681
2020-09,94.751555333691
2020-10,95.4537147615536
2020-11,97.1659422608732
2020-12,97.6733469605259
2021-01,98.2093986129881
2021-02,97.8826018261017
2021-03,100.164676740915
2021-04,100.02163591304
2021-05,98.7995439663376
2021-06,99.4590618773277
2021-07,98.9188922134618
2021-08,99.4997360221942
2021-09,99.0095865605562
2021-10,100.401774666351
2021-11,103.188864991112
2021-12,104.444226609614
2022-01,103.297993117979
2022-02,103.266759340117
2022-03,101.249218235331
2022-04,102.015774516332
2022-05,103.915098634431
2022-06,103.916216380382
2022-07,103.895464123162
2022-08,104.332276592885
2022-09,104.968877976281
2022-10,104.195310087863
2022-11,102.383987134064
2022-12,101.553844719235
2023-01,101.516424164176
2023-02,101.406749381427
2023-03,103.222832471883
2023-04,101.346082571833
2023-05,102.544477830318
2023-06,101.897534444936
2023-07,102.076481442162
2023-08,102.406487843105
2023-09,102.313683319091
2023-10,103.417810826468
2023-11,102.299799528102
2023-12,103.258321047918
2024-01,102.808296200925
2024-02,104.334986637715
2024-03,102.919924591452
2024-04,104.292357446737
2024-05,104.228288453086
2024-06,104.885314525872
2024-07,104.712669014554
2024-08,106.429821877801
2024-09,105.705936122712
2024-10,106.359631197059
2024-11,106.236596919484
2024-12,106.555817218932
2025-01,107.589221162539
2025-02,107.488410564892
2025-03,110.145842270491
2025-04,108.653280090956
2025-05,108.780546556454
2025-06,108.160213449882
2025-07,109.763200479699
2025-08,109.426489765472
2025-09,110.739143160953
2025-10,110.027569058193
2025-11,110.976901185211
2025-12,111.231190032528
2026-01,114.40876312008
2026-02,116.013384873091
2026-03,113.153323691977
2026-04,113.477412457645
2026-05,114.56911748501
