month,wtr
2009-08,71.1169360323086
2009-09,73.1578935525967
2009-10,74.4247300452002
2009-11,74.2614353963797
2009-12,75.9300724811698
2010-01,75.7902703266357
2010-02,76.5668252264
2010-03,77.741559004855
2010-04,78.1371901425365
2010-05,80.1619789635001
2010-06,80.9156324492666
2010-07,80.5221727540365
2010-08,80.7302047746152
2010-09,80.661161510105
2010-10,82.1397044214597
2010-11,82.7726095371745
2010-12,82.4130037262344
2011-01,83.775485895015
2011-02,83.219202673624
2011-03,83.7888215655819
2011-04,83.5299150048209
2011-05,84.0280118339955
2011-06,83.5678782754898
2011-07,84.7695506047061
2011-08,84.9814726175119
2011-09,84.5809904552104
2011-10,84.7807221502634
2011-11,84.4426194348099
2011-12,84.4767139924593
2012-01,84.7330976874477
2012-02,84.575251544402
2012-03,85.5340883414052
2012-04,84.6770925333382
2012-05,86.6485584540704
2012-06,85.972963710876
2012-07,85.4315881625952
2012-08,85.2830775105965
2012-09,86.2719616763783
2012-10,85.1457213539358
2012-11,85.1565623710771
2012-12,85.4005917155751
2013-01,86.3113342410848
2013-02,85.6784035025547
2013-03,86.3108434182774
2013-04,86.3427870554742
2013-05,86.2243444744836
2013-06,85.6721539910058
2013-07,86.2326405630207
2013-08,86.8542564429943
2013-09,86.935180853553
2013-10,87.4061635520871
2013-11,88.184853911057
2013-12,87.7811785143134
2014-01,88.8179704511535
2014-02,88.5696607084726
2014-03,88.8285656012374
2014-04,89.3446647577469
2014-05,89.5180083466721
2014-06,89.4829763439438
2014-07,89.9735276034294
2014-08,90.1038041420489
2014-09,91.6075394565039
2014-10,91.3074859795553
2014-11,91.4387339836903
2014-12,91.641291780076
2015-01,91.90386632274
2015-02,92.0012551102886
2015-03,90.5008083028132
2015-04,90.5321680374067
2015-05,89.803880745283
2015-06,90.7212215467978
2015-07,90.6887839751668
2015-08,90.9744470346762
2015-09,90.7187295248397
2015-10,90.7479333791821
2015-11,90.0873460838218
2015-12,90.7140763086309
2016-01,90.1335743335205
2016-02,90.3522431676029
2016-03,89.2482677253119
2016-04,89.7736610549679
2016-05,89.4113366539742
2016-06,90.4183654880688
2016-07,90.1283799579986
2016-08,91.2605228813488
2016-09,91.2068846938974
2016-10,91.2791956118266
2016-11,92.8798754061288
2016-12,93.8794791211938
2017-01,93.2285131552427
2017-02,92.6143664737943
2017-03,94.2605167430457
2017-04,93.5480467375774
2017-05,94.5764569732125
2017-06,94.5301860418721
2017-07,94.3783866449587
2017-08,95.0380207933034
2017-09,95.5244801701685
2017-10,94.6220800668456
2017-11,97.0403095719969
2017-12,98.5421065822725
2018-01,97.3073163877783
2018-02,97.2476400575643
2018-03,96.0066040567104
2018-04,96.4919364478633
2018-05,97.606089945653
2018-06,97.804609416779
2018-07,98.6625719289987
2018-08,98.4034850171938
2018-09,98.0663722227914
2018-10,99.0935383082491
2018-11,97.4230602971265
2018-12,96.2896203635114
2019-01,97.4350490270153
2019-02,96.5409649997518
2019-03,97.553230417878
2019-04,97.1100090338924
2019-05,98.18247893648
2019-06,96.4074249641782
2019-07,97.4567011193655
2019-08,97.9364734501403
2019-09,97.2528944577849
2019-10,97.3559435271501
2019-11,96.6860108597669
2019-12,96.7389464502866
2020-01,93.5582616185497
2020-02,94.0677375229723
2020-03,90.8171363278334
2020-04,79.5857052953955
2020-05,80.6897886642479
2020-06,86.3379843670907
2020-07,90.7589895009656
2020-08,92.8496281299554
2020-09,94.7546933377412
2020-10,95.5021071839575
2020-11,97.0879673138337
2020-12,97.6791610184326
2021-01,98.2540081650579
2021-02,97.9633044983305
2021-03,100.118429412762
2021-04,100.067483498266
2021-05,98.846302912025
2021-06,99.4467184100788
2021-07,98.9693064385573
2021-08,99.4606392952344
2021-09,98.9733979149654
2021-10,100.363265179239
2021-11,103.125209570908
2021-12,104.411934704575
2022-01,103.258903338845
2022-02,103.221626751784
2022-03,101.17386360553
2022-04,101.913904966215
2022-05,103.792152992821
2022-06,103.733837743348
2022-07,103.821483812913
2022-08,104.169789206738
2022-09,104.823398590177
2022-10,104.094851864671
2022-11,102.335006122726
2022-12,101.54050320045
2023-01,101.471869900793
2023-02,101.426721267689
2023-03,103.238350905215
2023-04,101.422243462694
2023-05,102.430022055997
2023-06,101.946753910145
2023-07,102.085016193704
2023-08,102.469403105025
2023-09,102.379251405213
2023-10,103.523487412113
2023-11,102.405634863294
2023-12,103.380226601609
2024-01,102.97433974604
2024-02,104.610694723021
2024-03,103.107550757398
2024-04,104.411497114666
2024-05,104.430831043134
2024-06,105.102325170659
2024-07,104.936318072563
2024-08,106.601157720536
2024-09,105.945190457209
2024-10,106.623422620889
2024-11,106.535660031683
2024-12,106.795586489557
2025-01,107.89889115297
2025-02,107.815097133167
2025-03,110.370315270869
2025-04,108.907212778574
2025-05,108.978883777494
2025-06,108.452488125867
2025-07,110.156406285478
2025-08,109.663434493543
2025-09,111.039762553063
2025-10,110.202426010932
2025-11,111.500683727387
2025-12,111.664251841878
2026-01,114.472029904864
2026-02,115.960296437417
2026-03,112.961552885567
2026-04,113.749138948036
2026-05,114.319331898277
2026-06,116.63956658147
